id,name,description
__import__.report_intrastat_code_3047990,3047990,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, haddock, coalfish, hake, Alaska pollack, Boreogadus saida, whiting, blue grenadier and ling)"
__import__.report_intrastat_code_3048100,3048100,"Frozen fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
__import__.report_intrastat_code_3048210,3048210,"Frozen fillets of trout ""Oncorhynchus mykiss"", weighing > 400 g each"
__import__.report_intrastat_code_3048250,3048250,"Frozen fillets of trout ""Oncorhynchus apache and Oncorhynchus chrysogaster"""
__import__.report_intrastat_code_3048290,3048290,"Frozen fillets of trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita and Oncorhynchus gilae"" (excl. of Oncorhynchus mykiss weighing > 400 g each)"
__import__.report_intrastat_code_3048310,3048310,"Frozen fillets of plaice ""Pleuronectes platessa"""
__import__.report_intrastat_code_3048330,3048330,"Frozen fillets of flounder ""Platichthys flesus"""
__import__.report_intrastat_code_3048350,3048350,"Frozen fillets of megrim ""Lepidorhombus spp."""
__import__.report_intrastat_code_3048390,3048390,"Frozen fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"" (excl. plaice, flounder and megrim)"
__import__.report_intrastat_code_3048400,3048400,"Frozen fillets of swordfish ""Xiphias gladius"""
__import__.report_intrastat_code_3048500,3048500,"Frozen fillets of toothfish ""Dissostichus spp."""
__import__.report_intrastat_code_3048600,3048600,"Frozen fillets of herring ""Clupea harengus, Clupea pallasii"""
__import__.report_intrastat_code_3048700,3048700,"Frozen fillets of tuna ""of the genus Thunnus"", skipjack or stripe-bellied bonito ""Euthynnus [Katsuwonus] pelamis"""
__import__.report_intrastat_code_3048811,3048811,"Frozen fillets of picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."""
__import__.report_intrastat_code_3048815,3048815,"Frozen fillets of porbeagle shark ""Lamna nasus"""
__import__.report_intrastat_code_3048818,3048818,"Frozen fillets of blue shark ""Prionace glauca"""
__import__.report_intrastat_code_3048819,3048819,"Frozen fillets of dogfish and other sharks (excl. picked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"" and blue shark ""Prionace glauca"")"
__import__.report_intrastat_code_3048890,3048890,"Frozen fillets of rays and skates ""Rajidae"""
__import__.report_intrastat_code_3048910,3048910,"Frozen fillets of freshwater fish, n.e.s."
__import__.report_intrastat_code_3048921,3048921,"Frozen fillets of redfish ""Sebastes marinus"""
__import__.report_intrastat_code_3048929,3048929,"Frozen fillets of redfish ""Sebastes spp."" (excl. Sebastes marinus)"
__import__.report_intrastat_code_3048930,3048930,Frozen fillets of fish of the genus Euthynnus (excl. skipjack or stripe-bellied bonito)
__import__.report_intrastat_code_3048941,3048941,"Frozen fillets of mackerel ""Scomber australasicus"""
__import__.report_intrastat_code_3048949,3048949,"Frozen fillets of mackerel ""Scomber scombrus, Scomber japonicus"" and fish of the species Orcynopsis unicolor"
__import__.report_intrastat_code_3048960,3048960,"Frozen fillets of monkfish ""Lophius spp."""
__import__.report_intrastat_code_3048990,3048990,"Frozen fish fillets, n.e.s."
__import__.report_intrastat_code_3049100,3049100,"Frozen meat, whether or not minced, of swordfish ""Xiphias gladius"" (excl. fillets)"
__import__.report_intrastat_code_3049200,3049200,"Frozen meat, whether or not minced, of toothfish ""Dissostichus spp."" (excl. fillets)"
__import__.report_intrastat_code_3049310,3049310,"Frozen surimi of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" or snakeheads ""Channa spp."""
__import__.report_intrastat_code_3049390,3049390,"Frozen meat, whether or not minced, of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049410,3049410,"Frozen surimi of Alaska pollack ""Theragra chalcogramma"""
__import__.report_intrastat_code_3049490,3049490,"Frozen meat, whether or not minced, of Alaska pollack ""Theragra chalcogramma"" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049510,3049510,"Frozen surimi of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. Alaska pollack ""Theragra chalcogramma"")"
__import__.report_intrastat_code_3049521,3049521,"Frozen meat, whether or not minced, of cod ""Gadus macrocephalus"" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049525,3049525,"Frozen meat, whether or not minced, of cod ""Gadus morhua"" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049529,3049529,"Frozen meat, whether or not minced, of cod ""Gadus ogac"" and of fish of the species Boreogadus saida (excl. fillets and surimi)"
__import__.report_intrastat_code_3049530,3049530,"Frozen meat, whether or not minced, of haddock ""Melanogrammus aeglefinus"" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049540,3049540,"Frozen meat, whether or not minced, of coalfish ""Pollachius virens"" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049550,3049550,"Frozen meat, whether or not minced, of hake ""Merluccius spp."" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049560,3049560,"Frozen meat, whether or not minced, of blue whiting ""Micromesistius poutassou, Gadus poutassou"" (excl. fillets and surimi)"
__import__.report_intrastat_code_3049590,3049590,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. fillets, surimi, Alaska pollack ""Theragra chalcogramma"", cod, haddock, coalfish, hake ""Merluccius spp."" and blue whiting)"
__import__.report_intrastat_code_3049610,3049610,"Frozen meat, whether or not minced, of picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."""
__import__.report_intrastat_code_3049620,3049620,"Frozen meat, whether or not minced, of porbeagle shark ""Lamna nasus"""
__import__.report_intrastat_code_3049630,3049630,"Frozen meat, whether or not minced, of blue shark ""Prionace glauca"""
__import__.report_intrastat_code_3049690,3049690,"Frozen meat, whether or not minced, of dogfish and other sharks (excl. picked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"" and blue shark ""Prionace glauca"")"
__import__.report_intrastat_code_3049700,3049700,"Frozen meat, whether or not minced, of rays and skates ""Rajidae"""
__import__.report_intrastat_code_3049910,3049910,Frozen surimi of fish n.e.s.
__import__.report_intrastat_code_3049921,3049921,Frozen meat of freshwater fish n.e.s. (excl. fillets and surimi)
__import__.report_intrastat_code_3049923,3049923,"Frozen meat ""whether or not minced"" of herring ""Clupea harengus, Clupea pallasii"" (excl. fillets)"
__import__.report_intrastat_code_3049929,3049929,"Frozen meat ""whether or not minced"" of redfish ""Sebastes spp."" (excl. fillets)"
__import__.report_intrastat_code_3049955,3049955,"Frozen meat ""whether or not minced"" of megrim (excl. fillets)"
__import__.report_intrastat_code_3049961,3049961,"Frozen meat ""whether or not minced"" of Ray's bream ""Brama spp."" (excl. fillets)"
__import__.report_intrastat_code_3049965,3049965,"Frozen meat ""whether or not minced"" of monkfish ""Lophius spp."" (excl. fillets)"
__import__.report_intrastat_code_3049999,3049999,Frozen meat of saltwater fish n.e.s. (excl. fillets and surimi)
__import__.report_intrastat_code_3051000,3051000,"Flours, meals and pellets of fish, fit for human consumption"
__import__.report_intrastat_code_3052000,3052000,"Fish livers, roes and milt, dried, smoked, salted or in brine"
__import__.report_intrastat_code_3053100,3053100,"Fillets, dried, salted or in brine, but not smoked, of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."""
__import__.report_intrastat_code_3053211,3053211,"Fillets, dried, salted or in brine, but not smoked, of cod ""Gadus macrocephalus"""
__import__.report_intrastat_code_3053219,3053219,"Fillets, dried, salted or in brine, but not smoked, of cod ""Gadus morhua, Gadus ogac"" and of fish of the species Boreogadus saida"
__import__.report_intrastat_code_3053290,3053290,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod and Boreogadus saida)"
__import__.report_intrastat_code_3053910,3053910,"Fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"", salted or in brine, but not smoked"
__import__.report_intrastat_code_3053950,3053950,"Fillets of lesser or Greenland halibut ""Reinhardtius hippoglossoides"", salted or in brine, but not smoked"
__import__.report_intrastat_code_3053990,3053990,"Fillets of fish, dried, salted or in brine, but not smoked (excl. tilapia, catfish, carp, eels, Nile perch, snakeheads, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, and fish fillets, salted or in brine of Pacific salmon, Atlantic salmon, Danube salmon and lesser or Greenland halibut)"
__import__.report_intrastat_code_3054100,3054100,"Smoked Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054200,3054200,"Smoked herring ""Clupea harengus, Clupea pallasii"", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054300,3054300,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054410,3054410,"Smoked eels ""Anguilla spp."", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054490,3054490,"Smoked tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054910,3054910,"Smoked lesser or Greenland halibut ""Reinhardtius hippoglossoides"", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054920,3054920,"Smoked Atlantic halibut ""Hippoglossus hippoglossus"", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054930,3054930,"Smoked mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus"", incl. fillets (excl. offal)"
__import__.report_intrastat_code_3054980,3054980,"Smoked fish, incl. fillets (excl. offal, Pacific salmon, Atlantic salmon, Danube salmon, herring, lesser or Greenland halibut, Atlantic halibut, mackerel, trout, tilapia, catfish, carp, eels, Nile perch and snakeheads)"
__import__.report_intrastat_code_3055110,3055110,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", dried, unsalted, not smoked stockfish (excl. fillets and offal)"
__import__.report_intrastat_code_3055190,3055190,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", dried, salted, not smoked clipfish (excl. fillets and offal)"
__import__.report_intrastat_code_3055200,3055200,"Dried tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."", even salted but not smoked (excl. fillets and offal)"
__import__.report_intrastat_code_3055310,3055310,"Dried polar cod ""Boreogadus saida"", even salted but not smoked (excl. fillets and offal)"
__import__.report_intrastat_code_3055390,3055390,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, even salted but not smoked (excl. fillets, offal, cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"" and polar cod ""Boreogadus saida"")"
__import__.report_intrastat_code_3055430,3055430,"Dried herrings ""Clupea harengus, Clupea pallasii"", even salted but not smoked (excl. fillets and offal)"
__import__.report_intrastat_code_3055450,3055450,"Dried anchovies ""Engraulis spp."", even salted but not smoked (excl. fillets and offal)"
__import__.report_intrastat_code_3055490,3055490,"Dried sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", brisling or sprats ""Sprattus sprattus"", mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus"", Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jack and horse mackerel ""Trachurus spp."", jacks, crevalles ""Caranx spp."", cobia ""Rachycentron canadum"", silver pomfrets ""Pampus spp."", Pacific saury ""Cololabis saira"", scads ""Decapterus spp."", capelin ""Mallotus villosus"", swordfish ""Xiphias gladius"", Kawakawa ""Euthynnus affinis"", bonitos ""Sarda spp."", marlins, sailfishes and spearfish ""Istiophoridae"", even salted but not smoked (excl. fillets and offal)"
__import__.report_intrastat_code_3055970,3055970,"Atlantic Halibut ""Hippoglossus Hippoglossus"", dried, even salted, not smoked (excl. fillets and offal)"
__import__.report_intrastat_code_3055985,3055985,"Fish, dried, even salted but not smoked, n.e.s. (excl. fillets and offal)"
__import__.report_intrastat_code_3056100,3056100,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excl. fillets and offal)"
