id,orderpoint_min,orderpoint_max,orderpoint_qty_multiple
__import__.product_5020865,2,4,1
__import__.product_5020939,10,20,1
__import__.product_5020949,10,20,1
__import__.product_5021015,1,2,1
__import__.product_5021016,1,2,1
__import__.product_5021023,2,4,1
__import__.product_5021024,2,4,1
__import__.product_5021025,2,4,1
__import__.product_5021217,2,5,1
__import__.product_5021219,1,2,1
__import__.product_5021232,2,5,1
__import__.product_5021237,1,5,1
__import__.product_5021420,2,6,1
__import__.product_5021516,1,2,1
__import__.product_5021519,3,6,1
__import__.product_5021520,2,4,1
__import__.product_5021524,3,6,1
__import__.product_5023094,0,1,20
__import__.product_5023315,1,2,12
__import__.product_5023326,1,12,1
__import__.product_5023698,1,12,1
__import__.product_5024353,0,1,1
__import__.product_5024797,0,1,1
__import__.product_5025100,5,35,30
__import__.product_5025118,3,6,1
__import__.product_5025294,1,2,1
__import__.product_5025320,0,1,1
__import__.product_5025329,0,2,1
__import__.product_5025526,2,4,1
__import__.product_5026627,2,4,1
__import__.product_5027050,1,2,1
__import__.product_5027101,4,6,12
__import__.product_5027103,1,2,12
__import__.product_5027525,0,10,1
__import__.product_5027815,2,4,1
__import__.product_5027953,0,1,1
__import__.product_5027956,0,1,1
__import__.product_5029015,12,24,1
__import__.product_5029016,0,2,1
__import__.product_5030000,0,1,1
__import__.product_5030600,2,15,1
__import__.product_5031006,4,8,1
__import__.product_5031117,22,45,1
__import__.product_5031200,3,6,1
__import__.product_5031270,1,2,1
__import__.product_5031421,10,20,50
__import__.product_5031940,0,1,1
__import__.product_5032400,10,30,1
__import__.product_5032419,1,4,4
__import__.product_5032421,0,1,4
__import__.product_5033095,5,10,10
__import__.product_5035037,50,150,40
__import__.product_5035230,2,6,6
__import__.product_5036001,2,4,1
__import__.product_5036007,0,1,1
__import__.product_5036024,1,2,1
__import__.product_5036613,3,6,1
__import__.product_5036989,4,15,1
__import__.product_5038005,2,4,1
__import__.product_5038041,3,6,12
__import__.product_5038042,4,6,1
__import__.product_5038045,0,6,1
__import__.product_5038052,1,3,1
__import__.product_5038752,0,1,10
__import__.product_5039000,10,10,1
__import__.product_5039008,2,4,1
__import__.product_5039009,5,10,1
__import__.product_5039010,5,10,1
__import__.product_5039012,50,100,1
__import__.product_5039022,3,6,1
__import__.product_5039023,5,5,1
__import__.product_5039032,10,13,1
__import__.product_5039033,10,20,1
__import__.product_5039704,0,1,1
__import__.product_5039810,2,4,1
__import__.product_5040035,2,4,1
__import__.product_5040093,3,6,12
__import__.product_5040095,2,4,18
__import__.product_5040098,3,6,12
__import__.product_5040299,1,2,1
__import__.product_5042051,100,200,50
__import__.product_5042200,4,24,1
__import__.product_5042501,3,9,1
__import__.product_5042502,10,20,1
__import__.product_5042503,2,4,1
__import__.product_5042504,5,15,1
__import__.product_5042505,21,63,1
__import__.product_5042506,25,74,1
__import__.product_5042507,2,5,1
__import__.product_5042508,2,5,1
__import__.product_5042509,10,20,1
__import__.product_5042512,1,2,1
__import__.product_5042513,1,2,1
__import__.product_5042528,1,2,1
__import__.product_5042532,2,7,1
__import__.product_5042533,5,10,1
__import__.product_5042535,2,5,1
__import__.product_5042541,5,10,1
__import__.product_5042803,1,2,1
__import__.product_5043278,50,100,50
__import__.product_5043280,75,100,50
__import__.product_5043282,33,44,50
__import__.product_5043542,0,1,1
__import__.product_5043550,300,600,50
__import__.product_5043552,300,600,50
__import__.product_5043554,112,150,50
__import__.product_5043556,255,340,50
__import__.product_5043800,100,200,1
__import__.product_5043801,100,200,1
__import__.product_5043955,5,10,10
__import__.product_5043961,0,1,1
__import__.product_5044142,27,50,1
__import__.product_5044143,5,10,1
__import__.product_5044144,1,2,1
__import__.product_5044770,0,1,1
__import__.product_5044792,12,24,3
__import__.product_5044876,1,2,1
__import__.product_5045147,1,2,1
__import__.product_5045148,2,7,1
__import__.product_5045149,0,1,1
__import__.product_5046543,0,1,1
__import__.product_5047500,12,24,1
__import__.product_5049207,2,4,1
__import__.product_5049212,0,1,3
__import__.product_5049440,12,24,4
__import__.product_5050000,100,200,20
__import__.product_5050100,0,1,1
__import__.product_5050197,1,2,1
__import__.product_5051041,5,10,1
__import__.product_5051470,5,10,1
__import__.product_5051630,2,5,1
__import__.product_5052031,10,20,1
__import__.product_5052032,50,100,12
__import__.product_5052033,1,2,10
__import__.product_5052035,0,1,1
__import__.product_5052036,0,1,1
__import__.product_5054025,1,2,1
__import__.product_5054055,12,24,1
__import__.product_5055127,6,10,1
__import__.product_5055143,20,220,200
__import__.product_5056374,4,8,36
__import__.product_5056713,1,10,10
__import__.product_5058113,180,360,36
__import__.product_5058952,3,6,1
__import__.product_5060109,2,5,1
__import__.product_5060115,0,1,1
__import__.product_5061005,10,20,1
__import__.product_5061305,10,20,1
__import__.product_5062016,1,2,1
__import__.product_5063283,1,2,1
__import__.product_5063962,0,1,1
__import__.product_5063963,0,1,3
__import__.product_5064464,24,50,1
__import__.product_5064465,10,20,1
__import__.product_5064715,1,2,1
__import__.product_5065361,60,100,1
__import__.product_5065717,1,2,1
__import__.product_5065833,2,3,1
__import__.product_5066943,2,3,1
__import__.product_5068577,1,5,1
__import__.product_5070003,8,12,1
__import__.product_5070403,2,4,1
__import__.product_5072999,12,24,1
__import__.product_5074091,6,20,1
__import__.product_5074564,60,120,1
__import__.product_5076650,15,30,1
__import__.product_5076651,0,1,1
__import__.product_5077046,0,1,1
__import__.product_5078032,0,1,3
__import__.product_5080002,27,49,1
__import__.product_5080025,12,48,20
__import__.product_5080026,30,60,20
__import__.product_5080027,20,60,20
__import__.product_5080028,20,40,10
__import__.product_5080030,5,10,10
__import__.product_5080102,2,4,4
__import__.product_5080342,20,48,1
__import__.product_5080401,0,1,12
__import__.product_5080402,0,1,4
__import__.product_5080403,9,18,12
__import__.product_5080404,6,12,4
__import__.product_5080411,24,48,12
__import__.product_5080422,6,12,12
__import__.product_5080461,0,1,12
__import__.product_5082203,0,1,1
__import__.product_5082204,0,1,1
__import__.product_5086889,0,1,1
__import__.product_5087101,100,200,1
__import__.product_5087312,0,1,1
__import__.product_5087328,0,1,1
__import__.product_5090313,20,40,1
__import__.product_5090321,40,70,1
__import__.product_5090339,240,440,1
__import__.product_5090354,12,24,1
__import__.product_5090362,25,40,1
__import__.product_5091155,4,6,1
__import__.product_5091156,1,2,1
__import__.product_5091157,1,2,1
__import__.product_5091158,0,1,1
__import__.product_5091916,0,1,1
__import__.product_5100010,100,200,12
__import__.product_5100105,0,1,1
__import__.product_5100311,0,2,1
__import__.product_5100533,1,2,1
__import__.product_5100765,0,75,75
__import__.product_5100920,0,1,1
__import__.product_5100921,1,2,1
__import__.product_5101002,0,1,1
__import__.product_5101004,0,1,1
__import__.product_5101250,2,4,1
__import__.product_5101519,0,1,1
__import__.product_5101624,200,400,100
__import__.product_5102120,2,3,1
__import__.product_5102121,2,3,1
__import__.product_5102122,1,3,1
__import__.product_5104005,0,1,1
__import__.product_5104012,0,1,1
__import__.product_5104013,0,1,1
__import__.product_5104016,0,1,10
__import__.product_5105101,0,1,1
__import__.product_5105300,1,2,1
__import__.product_5105620,1,3,1
__import__.product_5105622,0,1,1
__import__.product_5105624,0,1,1
__import__.product_5105627,0,1,1
__import__.product_5105630,0,1,1
__import__.product_5105803,0,1,1
__import__.product_5105809,0,1,1
__import__.product_5105829,0,1,1
__import__.product_5105835,0,1,1
__import__.product_5105839,0,1,1
__import__.product_5106110,1,2,1
__import__.product_5106307,0,1,1
__import__.product_5106335,0,1,1
__import__.product_5107140,0,1,36
__import__.product_5107142,5,10,32
__import__.product_5107144,0,1,24
__import__.product_5107146,0,1,15
__import__.product_5107148,1,2,16
__import__.product_5110004,10,20,1
__import__.product_5110008,5,10,1
__import__.product_5110009,14,55,1
__import__.product_5110011,12,31,1
__import__.product_5110012,3,6,1
__import__.product_5110014,38,142,10
__import__.product_5110018,15,27,1
__import__.product_5110019,6,24,1
__import__.product_5110021,30,150,10
__import__.product_5110036,100,200,1
__import__.product_5110200,4,10,1
__import__.product_5110205,6,12,1
__import__.product_5110210,3,6,1
__import__.product_5111330,3,5,1
__import__.product_5112395,3,5,1
__import__.product_5112480,10,20,10
__import__.product_5113153,2,4,1
__import__.product_5113156,1,2,1
__import__.product_5113884,0,1,1
__import__.product_5115515,0,1,1
__import__.product_5115820,100,250,1
__import__.product_5116116,1,2,1
__import__.product_5118510,50,150,50
__import__.product_5118515,0,20,10
__import__.product_5118517,0,1,10
__import__.product_5119091,12,24,12
__import__.product_5120017,4,12,1
__import__.product_5120020,11,38,1
__import__.product_5120021,2,4,1
__import__.product_5120024,0,1,1
__import__.product_5120420,2,4,1
__import__.product_5120572,100,220,1
__import__.product_5121218,0,1,1
__import__.product_5121330,1,2,1
__import__.product_5121825,5,15,10
__import__.product_5123124,30,60,1
__import__.product_5123315,1,2,1
__import__.product_5123316,2,4,1
__import__.product_5123320,1,2,1
__import__.product_5123456,2,10,10
__import__.product_5124590,2,5,1
__import__.product_5124610,2,3,1
__import__.product_5130024,2,4,1
__import__.product_5130259,10,20,5
__import__.product_5131300,6,12,20
__import__.product_5131305,4,6,1
__import__.product_5131315,2,3,1
__import__.product_5131325,10,20,1
__import__.product_5131415,2,3,1
__import__.product_5132105,10,20,1
__import__.product_5132107,16,32,16
__import__.product_5132110,20,40,1
__import__.product_5132115,1,3,1
__import__.product_5132120,1,2,1
__import__.product_5132322,10,30,12
__import__.product_5134019,0,1,1
__import__.product_5140046,0,1,1
__import__.product_5140350,28,95,1
__import__.product_5140397,0,36,36
__import__.product_5140416,13,26,36
__import__.product_5140452,72,108,36
__import__.product_5140453,120,286,36
__import__.product_5140519,18,36,36
__import__.product_5140541,0,5,5
__import__.product_5140709,10,20,1
__import__.product_5140909,8,10,6
__import__.product_5140912,6,8,6
__import__.product_5141398,36,72,36
__import__.product_5141775,10,20,1
__import__.product_5141850,3,6,1
__import__.product_5142035,8,12,1
__import__.product_5142434,4,40,36
__import__.product_5142504,6,12,1
__import__.product_5142505,6,12,1
__import__.product_5142506,6,12,1
__import__.product_5142507,6,12,1
__import__.product_5142508,6,12,1
__import__.product_5142509,6,12,1
__import__.product_5142511,6,12,1
__import__.product_5142512,6,12,1
__import__.product_5142514,6,12,1
__import__.product_5142515,6,12,1
__import__.product_5142516,6,12,1
__import__.product_5142517,3,6,1
__import__.product_5142518,6,12,1
__import__.product_5142519,1,2,1
__import__.product_5143170,36,72,36
__import__.product_5145217,7,14,1
__import__.product_5145281,6,12,1
__import__.product_5145370,14,24,1
__import__.product_5147660,0,1,1
__import__.product_5147670,1,2,1
__import__.product_5147750,0,1,20
__import__.product_5147764,0,1,20
__import__.product_5148502,3,6,50
__import__.product_5150001,40,40,100
__import__.product_5150002,3,3,100
__import__.product_5150003,10,10,100
__import__.product_5150004,2,4,1
__import__.product_5150005,5,5,1
__import__.product_5150909,1,8,7
__import__.product_5152600,1,2,1
__import__.product_5152601,1,2,1
__import__.product_5155804,0,1,25
__import__.product_5156060,0,1,1
__import__.product_5156508,0,1,1
__import__.product_5156510,2,4,1
__import__.product_5156512,4,6,1
__import__.product_5156513,6,12,1
__import__.product_5156516,0,1,1
__import__.product_5157000,20,40,10
__import__.product_5157001,20,60,60
__import__.product_5157002,10,30,10
__import__.product_5157395,5,10,12
__import__.product_5157397,1,2,12
__import__.product_5157398,0,2,12
__import__.product_5157696,2,4,1
__import__.product_5157764,5,10,1
__import__.product_5157766,10,20,1
__import__.product_5159400,70,240,40
__import__.product_5159403,30,90,1
__import__.product_5160208,0,1,1
__import__.product_5160209,2,4,1
__import__.product_5160743,2,4,1
__import__.product_5161300,4,8,1
__import__.product_5161310,4,8,1
__import__.product_5161401,1,2,1
__import__.product_5161411,1,2,1
__import__.product_5161500,3,5,1
__import__.product_5161510,1,2,1
__import__.product_5161600,1,3,1
__import__.product_5161700,0,1,1
__import__.product_5161900,2,4,1
__import__.product_5163100,2,4,1
__import__.product_5163110,0,1,1
__import__.product_5163200,6,12,1
__import__.product_5163210,0,1,1
__import__.product_5163400,0,1,1
__import__.product_5163410,0,1,1
__import__.product_5163500,2,4,1
__import__.product_5163501,2,4,1
__import__.product_5164259,1,2,20
__import__.product_5164500,6,12,1
__import__.product_5164501,15,44,1
__import__.product_5164502,30,98,1
__import__.product_5164503,20,65,1
__import__.product_5164504,11,35,1
__import__.product_5164505,15,43,1
__import__.product_5164507,5,13,1
__import__.product_5164508,6,14,1
__import__.product_5164509,21,67,1
__import__.product_5164510,16,51,1
__import__.product_5164511,6,12,1
__import__.product_5164512,3,7,1
__import__.product_5164513,6,17,1
__import__.product_5164514,37,120,1
__import__.product_5164515,18,52,1
__import__.product_5164516,13,42,1
__import__.product_5164517,6,18,1
__import__.product_5164518,11,31,1
__import__.product_5164519,8,27,1
__import__.product_5164520,4,14,1
__import__.product_5164521,2,6,1
__import__.product_5164523,1,2,1
__import__.product_5164524,4,13,1
__import__.product_5164529,6,13,1
__import__.product_5164530,2,7,1
__import__.product_5164531,8,15,1
__import__.product_5164532,6,17,1
__import__.product_5164533,4,10,1
__import__.product_5164534,8,22,1
__import__.product_5164535,33,97,1
__import__.product_5164536,6,18,1
__import__.product_5164537,4,10,1
__import__.product_5164538,7,19,1
__import__.product_5164539,2,6,1
__import__.product_5164540,4,13,1
__import__.product_5164541,54,177,1
__import__.product_5164542,4,13,1
__import__.product_5164543,4,12,1
__import__.product_5164544,8,24,1
__import__.product_5164545,3,8,1
__import__.product_5164546,5,15,1
__import__.product_5164547,3,7,1
__import__.product_5164548,2,5,1
__import__.product_5164549,6,18,1
__import__.product_5164550,4,12,1
__import__.product_5164551,1,3,1
__import__.product_5164554,6,16,1
__import__.product_5164558,2,4,1
__import__.product_5164559,2,4,1
__import__.product_5164560,3,6,1
__import__.product_5164561,8,14,1
__import__.product_5164562,8,12,1
__import__.product_5165001,0,1,1
